rider_record_id,policy_id,customer_id,rider_type_id,rider_premium,rider_sum_assured,rider_start_date,rider_end_date,rider_status
RDR0016485,POL0000292,CUST006234,R01,1967,1929798,2023-10-13,2063-10-13,Active
RDR0016486,POL0011004,CUST002338,R01,1656,1747548,2014-03-19,2044-03-19,Active
RDR0016487,POL0012423,CUST009981,R01,7845,1196848,2022-03-18,2032-03-18,Active
RDR0016488,POL0005862,CUST006816,R04,5882,1229200,2015-08-29,2034-08-29,Active
RDR0016489,POL0007735,CUST002430,R04,7437,1377129,2021-07-22,2033-07-22,Active
RDR0016490,POL0014262,CUST004749,R02,7030,1501397,2024-02-08,2033-02-08,Active
RDR0016491,POL0000339,CUST000573,R05,6170,1864462,2013-03-06,2022-03-06,Matured
RDR0016492,POL0004321,CUST009562,R04,3147,383416,2014-11-01,2054-11-01,Active
RDR0016493,POL0013150,CUST008880,R01,3552,1516540,2010-03-22,2040-03-22,Lapsed
RDR0016494,POL0000139,CUST003391,R02,6726,1072417,2013-08-01,2021-08-01,Matured
RDR0016495,POL0006332,CUST008148,R01,3270,312634,2018-08-20,2027-08-20,Active
RDR0016496,POL0013831,CUST006757,R01,3436,758260,2019-09-20,2024-09-20,Matured
RDR0016497,POL0006690,CUST000420,R05,1789,1324312,2023-05-14,2037-05-14,Active
RDR0016498,POL0010381,CUST002409,R03,6090,236207,2020-08-29,2049-08-29,Active
RDR0016499,POL0012799,CUST000545,R05,4805,1792693,2020-10-31,2036-10-31,Active
RDR0016500,POL0003754,CUST001920,R05,6439,1991841,2022-05-03,2037-05-03,Active
RDR0016501,POL0013652,CUST005725,R01,1202,686565,2019-02-14,2039-02-14,Active
RDR0016502,POL0001580,CUST006149,R01,2068,1115927,2022-03-06,2033-03-06,Active
RDR0016503,POL0010676,CUST006920,R02,7005,1264488,2021-08-20,2033-08-20,Active
RDR0016504,POL0003368,CUST006176,R03,1984,1970872,2022-02-22,2036-02-22,Active
RDR0016505,POL0001142,CUST001887,R01,1619,589589,2015-03-10,2028-03-10,Active
RDR0016506,POL0012053,CUST007968,R05,6570,961348,2011-07-11,2023-07-11,Matured
RDR0016507,POL0004464,CUST003840,R04,5283,1666820,2011-03-10,2044-03-10,Lapsed
RDR0016508,POL0000104,CUST005645,R01,6273,240973,2012-02-19,2041-02-19,Active
RDR0016509,POL0005151,CUST002051,R01,5690,1009147,2023-11-19,2038-11-19,Active
RDR0016510,POL0002255,CUST000001,R04,6366,529891,2022-04-06,2056-04-06,Active
RDR0016511,POL0014745,CUST004268,R04,7548,444534,2013-06-19,2040-06-19,Active
RDR0016512,POL0005365,CUST008763,R01,4761,467439,2018-03-27,2028-03-27,Active
RDR0016513,POL0007208,CUST004859,R01,1143,213870,2014-06-01,2045-06-01,Active
RDR0016514,POL0012967,CUST002848,R03,2136,1967916,2015-04-29,2034-04-29,Active
RDR0016515,POL0012663,CUST003983,R04,7259,481601,2017-10-10,2031-10-10,Active
RDR0016516,POL0014327,CUST004325,R03,5777,1869486,2015-03-01,2031-03-01,Active
RDR0016517,POL0012279,CUST007529,R05,2326,1971861,2020-03-04,2043-03-04,Active
RDR0016518,POL0003996,CUST002940,R02,3114,580970,2015-01-07,2027-01-07,Claimed-Other
RDR0016519,POL0008827,CUST008760,R02,2448,223724,2023-08-27,2046-08-27,Lapsed
RDR0016520,POL0005601,CUST004768,R03,4510,1924235,2023-03-14,2031-03-14,Lapsed
RDR0016521,POL0002312,CUST004550,R04,2290,1474602,2015-02-05,2030-02-05,Active
RDR0016522,POL0001678,CUST005823,R05,4809,1072057,2022-05-28,2030-05-28,Active
RDR0016523,POL0004493,CUST008155,R04,7159,736630,2022-02-04,2034-02-04,Active
RDR0016524,POL0005633,CUST000761,R02,4186,1842643,2013-10-09,2022-10-09,Matured
RDR0016525,POL0008828,CUST006115,R04,2150,1421719,2013-09-07,2034-09-07,Active
RDR0016526,POL0005081,CUST000736,R05,4450,663820,2017-10-07,2037-10-07,Active
RDR0016527,POL0008856,CUST002500,R03,7790,520856,2015-08-16,2044-08-16,Active
RDR0016528,POL0002045,CUST002043,R05,2427,886470,2013-08-24,2031-08-24,Active
RDR0016529,POL0011904,CUST008414,R01,5261,1808274,2013-05-24,2023-05-24,Matured
RDR0016530,POL0003292,CUST004932,R02,4862,1992489,2014-04-28,2030-04-28,Active
RDR0016531,POL0004516,CUST007538,R01,2960,1285289,2021-02-27,2027-02-27,Active
RDR0016532,POL0002390,CUST006803,R02,6284,680013,2017-06-08,2034-06-08,Active
RDR0016533,POL0000155,CUST007599,R05,3038,512304,2020-11-20,2025-11-20,Active
RDR0016534,POL0000840,CUST000532,R01,1402,943401,2016-05-21,2036-05-21,Active
RDR0016535,POL0013503,CUST004106,R03,4229,1416006,2013-11-11,2053-11-11,Active
RDR0016536,POL0014370,CUST002859,R05,4510,1783304,2018-10-23,2036-10-23,Active
RDR0016537,POL0001662,CUST002107,R02,3326,344505,2015-06-27,2032-06-27,Active
RDR0016538,POL0000306,CUST007593,R02,3885,1961111,2016-03-29,2024-03-29,Matured
RDR0016539,POL0011681,CUST003096,R01,6764,959157,2012-04-23,2029-04-23,Active
RDR0016540,POL0007973,CUST005225,R02,6761,527200,2021-02-21,2037-02-21,Active
RDR0016541,POL0003240,CUST001171,R03,5279,1724076,2016-04-04,2027-04-04,Active
RDR0016542,POL0007698,CUST001173,R01,5901,1419872,2012-02-18,2029-02-18,Active
RDR0016543,POL0006516,CUST008931,R05,2596,1441170,2023-05-28,2038-05-28,Active
RDR0016544,POL0003354,CUST002084,R01,1565,620652,2022-03-17,2032-03-17,Active
RDR0016545,POL0008539,CUST003884,R01,7714,330441,2020-01-31,2026-01-31,Active
RDR0016546,POL0001201,CUST000501,R02,6193,570987,2021-11-19,2027-11-19,Lapsed
RDR0016547,POL0011449,CUST007890,R03,4376,1758993,2012-09-01,2025-09-01,Active
RDR0016548,POL0005980,CUST009366,R01,7743,1707830,2011-07-23,2021-07-23,Matured
RDR0016549,POL0009921,CUST002967,R03,6390,824118,2023-02-16,2038-02-16,Active
RDR0016550,POL0000338,CUST003628,R04,4559,959254,2013-06-21,2025-06-21,Matured
RDR0016551,POL0002373,CUST005542,R02,5705,874756,2019-04-15,2044-04-15,Active
RDR0016552,POL0008870,CUST000252,R02,3085,349322,2019-10-19,2052-10-19,Active
RDR0016553,POL0007724,CUST001612,R03,7242,772609,2024-04-28,2043-04-28,Lapsed
RDR0016554,POL0004072,CUST003309,R01,7937,853016,2011-02-02,2029-02-02,Active
RDR0016555,POL0008444,CUST006232,R04,5594,1062175,2016-08-23,2053-08-23,Active
RDR0016556,POL0006321,CUST002062,R05,2487,1117202,2023-04-28,2029-04-28,Active
RDR0016557,POL0013872,CUST009984,R02,4904,605935,2015-08-06,2033-08-06,Active
RDR0016558,POL0007029,CUST003405,R01,4082,694556,2018-02-24,2031-02-24,Active
RDR0016559,POL0006976,CUST003452,R05,7128,1509127,2023-11-29,2046-11-29,Active
RDR0016560,POL0012333,CUST009881,R01,4368,1679940,2012-06-17,2022-06-17,Matured
RDR0016561,POL0004310,CUST006969,R01,3637,866030,2011-03-09,2050-03-09,Active
RDR0016562,POL0009714,CUST000818,R03,6330,452738,2010-11-15,2016-11-15,Matured
RDR0016563,POL0002863,CUST004041,R04,7499,880357,2018-04-21,2038-04-21,Active
RDR0016564,POL0009048,CUST000555,R04,7155,950957,2024-03-31,2043-03-31,Active
RDR0016565,POL0013038,CUST003052,R04,1677,1134782,2015-02-11,2030-02-11,Active
RDR0016566,POL0009284,CUST008492,R04,5389,957807,2023-11-26,2042-11-26,Active
RDR0016567,POL0009063,CUST000265,R05,1052,1879568,2014-11-06,2034-11-06,Active
RDR0016568,POL0007415,CUST009651,R05,1138,1244893,2010-06-29,2024-06-29,Matured
RDR0016569,POL0013305,CUST005781,R05,3716,1588319,2012-01-01,2041-01-01,Surrendered
RDR0016570,POL0010187,CUST006715,R02,4231,1871563,2018-09-14,2041-09-14,Active
RDR0016571,POL0007187,CUST007437,R02,7574,1254779,2023-05-02,2046-05-02,Active
RDR0016572,POL0006420,CUST004535,R02,2069,1199760,2012-05-08,2032-05-08,Active
RDR0016573,POL0011090,CUST000916,R01,3892,1263031,2010-08-19,2024-08-19,Matured
RDR0016574,POL0007168,CUST001231,R02,3996,473154,2022-08-16,2042-08-16,Active
RDR0016575,POL0004807,CUST001575,R04,5352,322723,2014-10-17,2030-10-17,Active
RDR0016576,POL0013516,CUST000190,R04,1836,1957486,2021-06-19,2028-06-19,Active
RDR0016577,POL0010614,CUST004050,R02,5632,1782623,2019-10-27,2033-10-27,Active
RDR0016578,POL0006839,CUST008704,R02,6552,558654,2016-04-19,2026-04-19,Active
RDR0016579,POL0004951,CUST003873,R02,7164,832395,2010-10-11,2042-10-11,Active
RDR0016580,POL0005346,CUST009607,R02,6577,1790008,2019-05-28,2042-05-28,Active
RDR0016581,POL0005466,CUST008198,R04,3773,1549324,2024-04-11,2052-04-11,Active
RDR0016582,POL0012370,CUST000786,R01,6885,1080547,2014-03-25,2033-03-25,Active
RDR0016583,POL0003857,CUST009452,R02,5157,1410060,2010-08-16,2025-08-16,Active
RDR0016584,POL0002437,CUST004551,R02,3371,1752468,2020-06-17,2042-06-17,Lapsed
RDR0016585,POL0000709,CUST002034,R03,2680,600847,2016-11-19,2021-11-19,Matured
RDR0016586,POL0008343,CUST009521,R02,3466,242064,2021-07-09,2031-07-09,Claimed-Death
RDR0016587,POL0011327,CUST005234,R02,1337,1129303,2010-01-10,2046-01-10,Active
RDR0016588,POL0011912,CUST002934,R02,1551,680783,2022-07-10,2037-07-10,Surrendered
RDR0016589,POL0013601,CUST009453,R02,6733,1282130,2021-07-07,2032-07-07,Active
RDR0016590,POL0011250,CUST007845,R04,5620,1533154,2020-02-07,2043-02-07,Active
RDR0016591,POL0002870,CUST009891,R02,2593,830414,2010-07-01,2032-07-01,Active
RDR0016592,POL0009120,CUST004525,R04,4205,1267471,2011-10-23,2028-10-23,Active
RDR0016593,POL0011261,CUST009575,R02,1471,894028,2013-04-28,2047-04-28,Active
RDR0016594,POL0012370,CUST000786,R03,4876,1248008,2014-03-25,2033-03-25,Active
RDR0016595,POL0004725,CUST002735,R05,3054,1039794,2011-07-07,2026-07-07,Active
RDR0016596,POL0005205,CUST007362,R04,4659,228363,2023-06-27,2041-06-27,Active
RDR0016597,POL0001124,CUST003586,R01,3164,907052,2019-02-22,2028-02-22,Active
RDR0016598,POL0013840,CUST003906,R04,4635,1106881,2021-02-16,2039-02-16,Active
RDR0016599,POL0003731,CUST001571,R02,1147,1463455,2015-09-16,2044-09-16,Active
RDR0016600,POL0013498,CUST003441,R05,5111,473701,2023-10-21,2035-10-21,Active
RDR0016601,POL0013922,CUST006539,R04,7833,1584021,2017-03-13,2028-03-13,Active
RDR0016602,POL0005445,CUST001203,R03,7531,277369,2011-02-10,2048-02-10,Active
RDR0016603,POL0011753,CUST007830,R05,3006,1696361,2020-12-10,2035-12-10,Active
RDR0016604,POL0007797,CUST005613,R01,1654,231693,2020-06-21,2026-06-21,Lapsed
RDR0016605,POL0006665,CUST005739,R01,2750,1314483,2010-11-21,2049-11-21,Active
RDR0016606,POL0006629,CUST007874,R05,3696,1420792,2024-04-27,2038-04-27,Active
RDR0016607,POL0013972,CUST005095,R02,2192,1413617,2013-01-25,2028-01-25,Active
RDR0016608,POL0012953,CUST004600,R05,5011,515379,2022-07-25,2032-07-25,Active
RDR0016609,POL0012768,CUST000129,R02,6706,1241543,2013-09-26,2019-09-26,Matured
RDR0016610,POL0005549,CUST003422,R01,7190,363785,2016-04-11,2034-04-11,Active
RDR0016611,POL0007938,CUST001641,R03,4622,1034006,2021-04-20,2045-04-20,Active
RDR0016612,POL0005771,CUST008720,R03,3950,410995,2011-11-05,2019-11-05,Matured
RDR0016613,POL0009743,CUST000093,R03,6223,1519151,2013-12-13,2036-12-13,Active
RDR0016614,POL0012708,CUST001182,R03,5070,1420462,2011-05-04,2031-05-04,Active
RDR0016615,POL0002170,CUST002827,R02,3324,273552,2012-10-17,2030-10-17,Active
RDR0016616,POL0005191,CUST009148,R04,6988,1890900,2014-06-07,2026-06-07,Active
RDR0016617,POL0011998,CUST005142,R01,6718,1796102,2022-08-04,2037-08-04,Active
RDR0016618,POL0013214,CUST002175,R01,1720,233516,2020-12-16,2050-12-16,Active
RDR0016619,POL0006669,CUST007061,R03,7240,1303757,2020-09-15,2034-09-15,Active
RDR0016620,POL0004007,CUST002798,R01,7990,868617,2016-11-30,2042-11-30,Active
RDR0016621,POL0010832,CUST005055,R01,2191,619901,2013-08-16,2021-08-16,Matured
RDR0016622,POL0010552,CUST000294,R04,3144,353669,2023-12-16,2028-12-16,Active
RDR0016623,POL0005539,CUST005070,R04,5981,419148,2011-05-15,2050-05-15,Lapsed
RDR0016624,POL0012674,CUST003795,R02,1741,973343,2020-12-07,2040-12-07,Active
RDR0016625,POL0003098,CUST003768,R03,6820,626052,2023-09-26,2029-09-26,Active
RDR0016626,POL0000234,CUST002968,R03,5603,1852484,2019-05-20,2035-05-20,Active
RDR0016627,POL0001963,CUST007804,R04,1688,1656925,2018-02-28,2036-02-28,Active
RDR0016628,POL0011498,CUST001641,R02,2711,1165800,2014-06-09,2027-06-09,Active
RDR0016629,POL0004117,CUST000903,R05,4819,924861,2011-09-24,2025-09-24,Lapsed
RDR0016630,POL0005741,CUST002772,R01,4276,672249,2016-01-01,2044-01-01,Active
RDR0016631,POL0002629,CUST003164,R04,4428,1113877,2019-07-17,2025-07-17,Active
RDR0016632,POL0010147,CUST006618,R05,3668,1373942,2023-02-08,2038-02-08,Active
RDR0016633,POL0013171,CUST008485,R02,7109,970768,2015-09-22,2028-09-22,Active
RDR0016634,POL0013419,CUST006396,R01,1319,1057143,2015-08-01,2022-08-01,Matured
RDR0016635,POL0009373,CUST000578,R03,1390,732299,2021-12-10,2041-12-10,Active
RDR0016636,POL0014403,CUST006957,R05,1145,795437,2023-12-16,2058-12-16,Active
RDR0016637,POL0000221,CUST009931,R04,6045,1611612,2018-06-01,2032-06-01,Active
RDR0016638,POL0001099,CUST004172,R02,5185,782413,2010-10-05,2041-10-05,Active
RDR0016639,POL0013999,CUST004666,R04,7133,947296,2014-09-15,2034-09-15,Surrendered
RDR0016640,POL0001565,CUST002290,R01,6018,1042982,2020-04-04,2026-04-04,Active
RDR0016641,POL0012591,CUST001643,R01,5724,610652,2024-05-28,2039-05-28,Active
RDR0016642,POL0008617,CUST002081,R02,1701,1291015,2022-10-21,2058-10-21,Active
RDR0016643,POL0006333,CUST004781,R01,1666,1292478,2012-03-14,2036-03-14,Active
RDR0016644,POL0001253,CUST005135,R01,2901,753777,2017-08-23,2034-08-23,Active
RDR0016645,POL0013740,CUST004867,R02,6750,1362238,2015-07-23,2037-07-23,Active
RDR0016646,POL0002832,CUST008138,R03,2429,1932220,2016-03-29,2023-03-29,Matured
RDR0016647,POL0001936,CUST002383,R03,7297,1243194,2021-05-17,2045-05-17,Active
RDR0016648,POL0008025,CUST001249,R01,7068,758344,2011-09-14,2026-09-14,Active
RDR0016649,POL0006367,CUST000219,R01,2044,1564727,2010-10-28,2030-10-28,Active
RDR0016650,POL0003273,CUST004979,R05,6027,1462272,2014-01-06,2030-01-06,Claimed-Death
RDR0016651,POL0009758,CUST008964,R01,2032,256179,2015-11-10,2031-11-10,Lapsed
RDR0016652,POL0007694,CUST007448,R02,6084,1122950,2016-09-27,2040-09-27,Active
RDR0016653,POL0011735,CUST005615,R01,3387,410167,2022-04-29,2036-04-29,Surrendered
RDR0016654,POL0010500,CUST001548,R03,6675,1844832,2015-08-11,2023-08-11,Matured
RDR0016655,POL0014083,CUST005345,R01,4820,351668,2020-07-08,2031-07-08,Active
RDR0016656,POL0004085,CUST007150,R04,4726,1123827,2014-02-21,2025-02-21,Matured
RDR0016657,POL0006919,CUST004645,R04,5897,335544,2016-09-19,2029-09-19,Active
RDR0016658,POL0012712,CUST003493,R02,1947,265150,2010-08-04,2020-08-04,Matured
RDR0016659,POL0011028,CUST007867,R05,4180,946545,2022-07-10,2033-07-10,Active
RDR0016660,POL0008678,CUST005720,R03,7123,1454227,2011-06-02,2031-06-02,Active
RDR0016661,POL0011076,CUST008791,R04,5634,1289646,2012-09-12,2027-09-12,Active
RDR0016662,POL0007299,CUST009227,R02,3835,628371,2016-07-28,2030-07-28,Active
RDR0016663,POL0011076,CUST008791,R05,5843,227154,2012-09-12,2027-09-12,Active
RDR0016664,POL0002334,CUST005362,R04,3766,775332,2018-04-08,2033-04-08,Surrendered
RDR0016665,POL0000297,CUST009043,R02,4558,1163847,2017-07-05,2029-07-05,Active
RDR0016666,POL0006673,CUST004932,R02,6542,1686848,2014-11-17,2024-11-17,Matured
RDR0016667,POL0007443,CUST008967,R01,7081,1023897,2018-02-22,2024-02-22,Matured
RDR0016668,POL0000579,CUST009223,R02,3341,402331,2017-03-25,2041-03-25,Active
RDR0016669,POL0006259,CUST002903,R02,7230,1865691,2018-04-25,2025-04-25,Matured
RDR0016670,POL0003639,CUST001182,R02,6519,470882,2012-07-16,2022-07-16,Matured
RDR0016671,POL0004032,CUST004821,R04,3918,1144416,2011-02-17,2021-02-17,Matured
RDR0016672,POL0004653,CUST006501,R01,6946,1388876,2012-02-07,2038-02-07,Active
RDR0016673,POL0000482,CUST007078,R04,2306,1874846,2014-07-12,2033-07-12,Active
RDR0016674,POL0014873,CUST006671,R02,7669,1785904,2022-10-14,2031-10-14,Active
RDR0016675,POL0006277,CUST002708,R02,6300,1409182,2012-08-20,2023-08-20,Matured
RDR0016676,POL0009107,CUST001345,R01,2375,884566,2020-04-12,2044-04-12,Surrendered
RDR0016677,POL0005519,CUST009789,R01,4362,1061376,2021-07-27,2026-07-27,Active
RDR0016678,POL0000388,CUST006393,R04,1528,650839,2022-01-02,2034-01-02,Active
RDR0016679,POL0014746,CUST004983,R02,1399,1956731,2013-10-27,2032-10-27,Active
RDR0016680,POL0003557,CUST005019,R05,3079,519717,2019-12-13,2030-12-13,Active
RDR0016681,POL0002485,CUST003997,R02,4566,982080,2011-04-29,2027-04-29,Lapsed
RDR0016682,POL0006658,CUST009150,R01,3306,1632528,2010-05-07,2050-05-07,Active
RDR0016683,POL0002476,CUST001041,R01,3347,783409,2020-09-22,2059-09-22,Active
RDR0016684,POL0012486,CUST009757,R01,3198,551778,2014-07-28,2051-07-28,Active
RDR0016685,POL0011709,CUST002740,R01,1623,1662475,2022-08-20,2034-08-20,Surrendered
RDR0016686,POL0007845,CUST009334,R05,1587,1200471,2017-07-21,2026-07-21,Active
RDR0016687,POL0006727,CUST004803,R04,6748,1312082,2010-08-26,2032-08-26,Active
RDR0016688,POL0000629,CUST006697,R01,7468,1511654,2013-09-05,2026-09-05,Active
RDR0016689,POL0009205,CUST007340,R03,7445,1118124,2014-09-16,2034-09-16,Active
RDR0016690,POL0008633,CUST005275,R03,4705,371077,2018-06-08,2038-06-08,Active
RDR0016691,POL0002787,CUST007048,R05,3755,219294,2012-07-28,2018-07-28,Matured
RDR0016692,POL0012835,CUST005070,R04,1802,1213272,2023-12-21,2042-12-21,Lapsed
RDR0016693,POL0006777,CUST005393,R02,3037,594694,2010-10-02,2029-10-02,Active
RDR0016694,POL0012357,CUST001960,R05,4074,774235,2016-01-22,2035-01-22,Active
RDR0016695,POL0009688,CUST006779,R01,7636,1461768,2010-01-18,2030-01-18,Active
RDR0016696,POL0003716,CUST006906,R04,1642,1135364,2011-10-24,2019-10-24,Matured
RDR0016697,POL0000284,CUST008606,R04,1827,1389672,2021-03-02,2049-03-02,Active
RDR0016698,POL0001133,CUST004776,R05,6026,1516619,2021-09-16,2058-09-16,Active
RDR0016699,POL0013414,CUST004950,R05,6880,1588575,2015-04-22,2036-04-22,Lapsed
RDR0016700,POL0005426,CUST005460,R02,2978,1124721,2023-04-22,2056-04-22,Active
RDR0016701,POL0008002,CUST004415,R01,2911,1638438,2018-02-16,2036-02-16,Active
RDR0016702,POL0000957,CUST003182,R02,2435,1168667,2014-12-22,2022-12-22,Matured
RDR0016703,POL0007618,CUST006104,R03,2725,495366,2014-12-21,2044-12-21,Active
RDR0016704,POL0006284,CUST001582,R02,3820,405639,2012-12-16,2017-12-16,Matured
RDR0016705,POL0013843,CUST009179,R04,6781,1932254,2021-03-09,2037-03-09,Active
RDR0016706,POL0009735,CUST000674,R04,6118,1319177,2016-09-13,2028-09-13,Active
RDR0016707,POL0007532,CUST000889,R03,6770,822637,2012-10-04,2041-10-04,Active
RDR0016708,POL0012795,CUST000198,R04,1257,1730525,2022-03-08,2045-03-08,Active
RDR0016709,POL0001625,CUST006655,R05,3621,816301,2017-03-20,2045-03-20,Active
RDR0016710,POL0008436,CUST009676,R02,3661,414106,2012-05-11,2050-05-11,Active
RDR0016711,POL0003153,CUST004075,R05,3044,530132,2012-10-17,2021-10-17,Matured
RDR0016712,POL0008034,CUST002210,R02,5175,1900371,2014-03-15,2027-03-15,Active
RDR0016713,POL0006908,CUST006579,R02,7900,1262607,2013-04-11,2028-04-11,Active
RDR0016714,POL0008394,CUST008012,R02,7729,749736,2012-09-16,2031-09-16,Active
RDR0016715,POL0010772,CUST006316,R03,2398,1967389,2019-08-22,2024-08-22,Matured
RDR0016716,POL0002989,CUST001176,R02,6181,1329559,2012-12-29,2027-12-29,Lapsed
RDR0016717,POL0000464,CUST005354,R05,2046,1601871,2022-05-18,2049-05-18,Active
RDR0016718,POL0004247,CUST002568,R02,2383,1126958,2010-08-12,2028-08-12,Active
RDR0016719,POL0010563,CUST001003,R05,4551,1992157,2017-11-05,2049-11-05,Lapsed
RDR0016720,POL0008365,CUST002901,R03,7119,1169343,2011-04-24,2048-04-24,Active
RDR0016721,POL0012800,CUST003467,R03,5757,1059332,2014-02-11,2027-02-11,Active
RDR0016722,POL0014682,CUST008822,R03,6238,1218927,2022-02-04,2041-02-04,Active
RDR0016723,POL0010027,CUST007445,R01,4895,1870575,2021-10-06,2040-10-06,Active
RDR0016724,POL0008914,CUST003104,R03,4702,1971628,2015-01-05,2030-01-05,Active
RDR0016725,POL0001483,CUST006010,R05,2454,1634039,2013-04-17,2031-04-17,Active
RDR0016726,POL0008723,CUST004368,R03,1229,230300,2020-06-14,2030-06-14,Active
RDR0016727,POL0009525,CUST004171,R05,7164,1466720,2014-02-03,2033-02-03,Active
RDR0016728,POL0014250,CUST003753,R02,4004,1373229,2019-06-06,2031-06-06,Active
RDR0016729,POL0004336,CUST004203,R05,5006,976061,2021-03-18,2038-03-18,Active
RDR0016730,POL0011586,CUST001000,R03,7813,259660,2023-02-20,2032-02-20,Active
RDR0016731,POL0000682,CUST001828,R02,2746,261266,2023-01-17,2042-01-17,Active
RDR0016732,POL0012255,CUST004131,R02,5720,1802620,2021-07-14,2033-07-14,Active
RDR0016733,POL0004123,CUST002859,R01,1498,1675391,2011-05-12,2034-05-12,Active
RDR0016734,POL0010345,CUST004477,R04,5141,1492054,2017-04-29,2027-04-29,Active
RDR0016735,POL0014288,CUST004721,R02,3682,1218010,2018-02-27,2032-02-27,Active
RDR0016736,POL0010081,CUST002767,R01,5021,1326602,2014-04-08,2027-04-08,Active
RDR0016737,POL0006473,CUST009273,R01,3953,1694275,2018-02-18,2037-02-18,Active
RDR0016738,POL0006286,CUST001557,R04,5103,384537,2013-04-13,2034-04-13,Active
RDR0016739,POL0013429,CUST009915,R01,7249,458066,2013-07-21,2029-07-21,Active
RDR0016740,POL0008584,CUST009979,R02,6920,514361,2021-10-16,2041-10-16,Active
RDR0016741,POL0003921,CUST004760,R02,2559,957297,2010-10-30,2017-10-30,Matured
RDR0016742,POL0002781,CUST005515,R04,4998,1776214,2014-07-14,2041-07-14,Active
RDR0016743,POL0011637,CUST008841,R01,1170,1363493,2023-03-08,2037-03-08,Active
RDR0016744,POL0010084,CUST008517,R01,7821,1849391,2012-03-10,2045-03-10,Active
RDR0016745,POL0000039,CUST002677,R01,6636,420922,2021-08-22,2035-08-22,Active
RDR0016746,POL0007995,CUST001167,R03,7981,431234,2022-02-08,2039-02-08,Active
RDR0016747,POL0009761,CUST001159,R01,2226,582943,2023-11-28,2045-11-28,Active
RDR0016748,POL0007707,CUST000618,R03,4420,538678,2010-04-28,2038-04-28,Active
RDR0016749,POL0014228,CUST005768,R05,7072,952047,2024-05-06,2029-05-06,Active
RDR0016750,POL0007291,CUST008633,R02,2304,280134,2017-04-19,2032-04-19,Surrendered
RDR0016751,POL0010896,CUST003181,R02,5641,1246404,2022-12-07,2042-12-07,Active
RDR0016752,POL0013930,CUST001226,R03,3967,910081,2024-02-06,2061-02-06,Active
RDR0016753,POL0013770,CUST007377,R02,2773,683937,2014-02-21,2031-02-21,Active
RDR0016754,POL0013835,CUST001172,R04,3158,446730,2020-04-14,2042-04-14,Active
RDR0016755,POL0012524,CUST007023,R01,3251,363672,2021-05-27,2039-05-27,Active
RDR0016756,POL0003761,CUST005707,R02,1126,766287,2011-01-15,2026-01-15,Active
RDR0016757,POL0010206,CUST002604,R01,5512,1913872,2020-07-08,2040-07-08,Active
RDR0016758,POL0014324,CUST009631,R02,5056,1201187,2011-01-06,2035-01-06,Active
RDR0016759,POL0001588,CUST005278,R03,1545,558442,2021-01-14,2039-01-14,Active
RDR0016760,POL0008256,CUST002874,R03,3916,681916,2014-11-28,2034-11-28,Active
RDR0016761,POL0007699,CUST004481,R05,1440,1686327,2014-02-28,2019-02-28,Matured
RDR0016762,POL0012384,CUST008863,R02,4690,1574326,2017-05-28,2027-05-28,Active
RDR0016763,POL0005617,CUST002996,R03,5837,595379,2010-11-23,2023-11-23,Matured
RDR0016764,POL0000410,CUST000143,R04,3084,1505507,2012-03-28,2029-03-28,Active
RDR0016765,POL0005328,CUST000235,R04,1050,834389,2020-01-07,2047-01-07,Active
RDR0016766,POL0011842,CUST008151,R01,5944,1359191,2011-01-28,2020-01-28,Matured
RDR0016767,POL0014773,CUST004589,R03,3045,1726150,2013-12-14,2034-12-14,Active
RDR0016768,POL0002284,CUST004548,R03,6080,1883667,2020-12-31,2041-12-31,Active
RDR0016769,POL0007198,CUST009776,R04,5187,249294,2019-12-26,2028-12-26,Active
RDR0016770,POL0003769,CUST007171,R03,1046,242529,2017-01-13,2026-01-13,Active
RDR0016771,POL0008079,CUST003040,R01,5482,1562247,2023-05-25,2040-05-25,Active
RDR0016772,POL0009046,CUST002258,R02,1190,736952,2022-01-11,2041-01-11,Active
RDR0016773,POL0010547,CUST008058,R02,6227,1516149,2010-07-15,2016-07-15,Matured
RDR0016774,POL0012752,CUST002689,R02,5915,778993,2023-02-11,2028-02-11,Active
RDR0016775,POL0012518,CUST008951,R04,5444,1278330,2017-12-09,2033-12-09,Active
RDR0016776,POL0011026,CUST008617,R03,4789,902761,2011-11-25,2020-11-25,Matured
RDR0016777,POL0004214,CUST004322,R03,3652,728901,2021-09-13,2043-09-13,Active
RDR0016778,POL0013594,CUST006969,R01,6152,580617,2020-03-25,2034-03-25,Surrendered
RDR0016779,POL0002191,CUST000100,R05,6992,1250909,2019-05-29,2035-05-29,Active
RDR0016780,POL0006540,CUST006577,R01,4450,772326,2011-12-20,2018-12-20,Matured
RDR0016781,POL0014249,CUST002023,R05,7165,762113,2021-05-07,2058-05-07,Active
RDR0016782,POL0002385,CUST007393,R02,6469,694862,2020-06-07,2031-06-07,Active
RDR0016783,POL0009076,CUST005650,R02,7774,801357,2020-12-05,2034-12-05,Active
RDR0016784,POL0014157,CUST002984,R01,1343,1414698,2023-09-10,2058-09-10,Active
RDR0016785,POL0003266,CUST008106,R05,6646,551715,2016-03-01,2034-03-01,Surrendered
RDR0016786,POL0000424,CUST002484,R02,4321,608160,2019-06-01,2048-06-01,Active
RDR0016787,POL0013676,CUST007987,R02,6325,1723601,2015-08-31,2020-08-31,Matured
